journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
JSlx,8(3),2004,"Mougeon, Rehner, & Nadasdi","The learning of spoken French variation by immersion students from Toronto, Canada",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2004.00267.x,ne deletion,L2 Canadian French,French,omission,x,x,class,not analyzed,NA,x,"implicit patterns of variation in pedagogical materials associate ne deletion with ""drug addicts and individuals of lower-than-average intelligence""",x,see Metalx – details,interviews,NA
JSlx,8(3),2004,"Mougeon, Rehner, & Nadasdi","The learning of spoken French variation by immersion students from Toronto, Canada",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2004.00267.x,past tense auxiliary avoir vs. être,L2 Canadian French,French,form,x,x,class,not analyzed,NA,not analyzed,NA,x,"avoir is classified as a ""vernacular variant""; these are ""usually stigmatized""",interviews,NA
JSlx,8(3),2004,"Mougeon, Rehner, & Nadasdi","The learning of spoken French variation by immersion students from Toronto, Canada",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2004.00267.x,"future verb forms (periphrastic, inflected, present)",L2 Canadian French,French,"form, omission, order",x,x,sex,not analyzed,NA,x,"implicit patterns of variation in pedagogical materials show stylistic contrast indicating that inflected future is a ""formal variant""",x,see Metalx – details,interviews,NA
JSlx,8(3),2004,"Mougeon, Rehner, & Nadasdi","The learning of spoken French variation by immersion students from Toronto, Canada",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2004.00267.x,first person singular periphrastic future verb forms (je vais vs. je vas vs. m’as),L2 Canadian French,French,form,null,null,null: no effect of sex or class,not analyzed,NA,not analyzed,NA,x,"m'as is classified as a ""vernacular variant""; these are ""usually stigmatized""",interviews,NA
JSlx,8(3),2004,"Mougeon, Rehner, & Nadasdi","The learning of spoken French variation by immersion students from Toronto, Canada",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2004.00267.x,use of singular vs. plural verb forms to express the third person plural,L2 Canadian French,French,form,null,null,null: no effect of sex or class,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,copula use (null vs. present),Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,past tense marking presence vs. absence,Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,subject–verb agreement,Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,definite article presence vs. absence,Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,non-specific indefinite article presence vs. absence,Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,9(2),2005,Sharma,Dialect stabilization and speaker awareness in non-native varieties of English,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2005.00290.x,specific indefinite article presence vs. absence,Indian English,English,omission,null,null,"null: no effect of social or stylistic factors, only proficiency factors",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,10(1),2006,SturtzSreetharan,Gentlemanly gender? Japanese men’s use of clause-final politeness in casual conversations,https://onlinelibrary-wiley-com.proxy.library.nyu.edu/doi/epdf/10.1111/j.1360-6441.2006.00318.x,-masu politeness marker presence vs. absence,Hanshinkan Dialect Japanese,Japanese,omission,x,x,"age (middle speakers mark most), stance/identity (e.g. facilitator/host)",not analyzed,NA,not analyzed,NA,not mentioned,NA,informal friendly conversations ,NA
JSlx,10(3),2006,"Clyne, Kretzenbacher, Norrby, & Schüpbach",Perceptions of variation and change in German and Swedish address,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1360-6441.2006.00329.x,2nd person pronouns (T/V),Austrian & Germany German,German,form,x,x,"age, social distance, status, solidarity",x,"age, in-group identity, setting, medium, region, interlocutor characteristics (age, social distance)",x,considerable awareness and meta-discourse,not mentioned,NA,"focus groups, participant observation",NA
JSlx,10(3),2006,"Clyne, Kretzenbacher, Norrby, & Schüpbach",Perceptions of variation and change in German and Swedish address,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1360-6441.2006.00329.x,2nd person pronouns (T/V),Swedish,Swedish,form,x,x,"age, social distance, status, solidarity, region",x,"age, region, interlocutor characteristics (age, social distance), setting, medium",x,considerable awareness and meta-discourse (among >40yo),not mentioned,NA,"focus groups, participant observation",NA
JSlx,11(2),2007,Burkette,Constructing identity: Grammatical variables and the creation of a community voice,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2007.00321.x,a-prefixing,Appalachian English,English,omission,x,x,"age x style: younger speakers use during storytelling, ""to construct (and participate in) a community identity""",not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
JSlx,11(2),2007,Burkette,Constructing identity: Grammatical variables and the creation of a community voice,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2007.00321.x,"non-standard past tense forms (e.g. present for preterit, regularized irregulars, participle for preterit, preterit for participle, double past marking)",Appalachian English,English,form,x,x,"age x style: younger speakers use during storytelling, ""to construct (and participate in) a community identity""",not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
JSlx,11(3),2007,Meyerhoff & Walker,"The persistence of variation in individual grammars: Copula absence in ‘urban sojourners’ and their stay-at-home peers, Bequia (St Vincent and the Grenadines)",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2007.00327.x,copula absence,Bequia English,English,omission,x,x,"village: ""clear differences in the constraints on BE in three of the villages"" but effect of ""urban sojourner"" vs. stay-at-home peer is null: ""the rate of BE absence in the speech of each of the urban sojourners largely falls within the group norms for their stay-at-home peers […there is a] lack of evidence for any substantial re-analysis in the urban sojourners’ distribution of BE absence""",not analyzed,NA,null,"null: ""the presence or absence of BE does not seem to be a variable that is available to speakers on Bequia for metalinguistic comment""",null,"null: ""it is not clear that presence of BE is evaluated positively, or constitutes a superposed variant.""",interviews,NA
JSlx,13(4),2009,Tagliamonte & Roeder,Variation in the English definite article: Socio-historical linguistics in t’speech community,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2009.00418.x,zero definite article,York English,English,omission,x,x,age (age-graded),not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational interviews,"makes the case that the zero variant is distinct from the phonologically reduced (""DAR"") forms"
JSlx,14(4),2010,Van Hofwegen & Wolfram,Coming of age in African American English: A longitudinal study,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00452.x,copula absence,urban North Carolina piedmont African American English,English,omission,x,x,age (age-grading),not analyzed,NA,x,"""the corrective effect of early school socialization in Standard American English would appear to be a primary explanation"" for the ""minimization of AAE use""",x,see Metalx – details,"""conversationally-based language samples""",NA
JSlx,14(4),2010,Van Hofwegen & Wolfram,Coming of age in African American English: A longitudinal study,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00452.x,3rd person singular -s absence,urban North Carolina piedmont African American English,English,omission,x,x,age (age-grading),not analyzed,NA,x,"""the corrective effect of early school socialization in Standard American English would appear to be a primary explanation"" for the ""minimization of AAE use""",x,see Metalx – details,"""conversationally-based language samples""",NA
JSlx,14(4),2010,Van Hofwegen & Wolfram,Coming of age in African American English: A longitudinal study,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00452.x,invariant be,urban North Carolina piedmont African American English,English,form,x,x,age (age-grading),not analyzed,NA,x,"""the corrective effect of early school socialization in Standard American English would appear to be a primary explanation"" for the ""minimization of AAE use""",x,see Metalx – details,"""conversationally-based language samples""",NA
JSlx,14(4),2010,Barke,Manipulating honorifics in the construction of social identities in Japanese television drama,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00451.x,honorific usage,Japanese,Japanese,"form, omission",x,x,"setting, interlocutor status/social distance, CofP membership, identity",not analyzed,NA,not analyzed,NA,not mentioned,NA,television drama,NA
JSlx,14(5),2010,"Martin, Chevrot, & Barbu",Stylistic variations in the social network of a 10-year-old child: Pragmatic adjustments or automatic alignment?,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00459.x,clitic pronoun y rather than le/la/les,Haute-Savoie French,French,form,x,x,"social position of addressee (parent vs. sibling, friendship duration, friend's place of birth)",not analyzed,NA,not analyzed,NA,x,"Based on previous research in a neighboring town: ""Most speakers are aware that the variant y is not used throughout the French language area and that it is non-standard. Moreover, speakers with high socio-economic status who live outside the area in which the variant is used regard it as a stereotype.""",recordings of spontaneous speech (no fieldworker present),NA
JSlx,14(5),2010,Snell,From sociolinguistic variation to socially strategic stylisation,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2010.00457.x,first person possessive singular (me vs. my),Teesside English,English,form,x,x,"class (working-class use more than middle-class), interactional stance involving self-conscious performance, indexing negative affect, transgression, playfulness, lack of commitment",not analyzed,NA,x,"""In the Ironstone Primary school staffroom, a senior teacher expressed strong views against the use of [mi] for the possessive singular, evidently believing it to be an ‘incorrect’ grammatical form (documented in fieldnotes for 14th June 2006).""",x,"me variant ""associated with dialect speech and even stigmatised""",recordings of spontaneous speech (fieldworker nearby but not involved),NA
JSlx,15(2),2011,Smith & Durham,"A tipping point in dialect obsolescence? Change across the generations in Lerwick, Shetland",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00479.x,be perfect (vs. have),Lerwick Scots,Scots,form,x,x,age (dialect attrition),not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
JSlx,15(2),2011,Smith & Durham,"A tipping point in dialect obsolescence? Change across the generations in Lerwick, Shetland",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00479.x,singular distal demonstrative yon (vs. that),Lerwick Scots,Scots,form,x,x,age (possible hyperdialectalism),not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
JSlx,15(2),2011,"Cheshire, Kerswill, Fox, & Torgersen","Contact, the feature pool and the speech community: The emergence of Multicultural London English",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00478.x,paradigmatic levelling of past tense be,(Multicultural) London English,English,form,x,x,"age (sort of age-grading/dialect focusing), neighborhood (Hackney vs. Havering)",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,15(2),2011,"Cheshire, Kerswill, Fox, & Torgersen","Contact, the feature pool and the speech community: The emergence of Multicultural London English",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00478.x,"simplification of indefinite and definite article allomorphy ([ə] vs. [ən], [ðə] vs. [ði])",(Multicultural) London English,English,form,x,x,"age (change/age-grading), ethnicity",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,15(3),2011,Soukup,Austrian listeners’ perceptions of standard-dialect style-shifting: An empirical approach,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00500.x,case endings and conjugation,Austrian German,German,form,x,not analyzed,NA,x,"identified as non-standard/""dialect""",x,"""Austrian dialect bears strong associations of incorrect or faulty speech, a point that consistently came out in my debriefing interviews (with informants labeling standard as richtig ‘correct’ and dialect as schlampig ‘sloppy’)""",x,See Metalx – details,speech perception elicitation test,no examples given; guessing that this would be a form variable
JSlx,15(3),2011,Soukup,Austrian listeners’ perceptions of standard-dialect style-shifting: An empirical approach,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00500.x,tun-periphrasis,Austrian German,German,omission,x,not analyzed,NA,x,"identified as non-standard/""dialect""",x,"""Austrian dialect bears strong associations of incorrect or faulty speech, a point that consistently came out in my debriefing interviews (with informants labeling standard as richtig ‘correct’ and dialect as schlampig ‘sloppy’)""",x,See Metalx – details,speech perception elicitation test,"no examples given; based on examples given in Langer 2001, it seems to be an auxiliary verb that either is or isn't there, but doesn't change the surface structure of the sentence around it."
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,regularization of singular/plural (singular verb form with plural subject),Mock African American English,English,"form, omission",x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,regularization of third person singular verb form (Ø-marked singular verbs),Mock African American English,English,omission,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,regularization of past tense,Mock African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,multiple negation,Mock African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,zero copula,Mock African American English,English,omission,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,invariant be,Mock African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,ain’t (‘hasn’t’),Mock African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,15(5),2011,Bucholtz & Lopez,"Performing blackness, forming whiteness: Linguistic minstrelsy in Hollywood film",https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-9841.2011.00513.x,out for out of,Mock African American English,English,omission,x,not analyzed,NA,not analyzed,NA,x,"""used in European American actors’ performances of African American English""",x,"""Through linguistic minstrelsy, these characters exercise white privilege by utilizing linguistic linguistic features indexical of blackness without being affected by the stigma that usually accompanies the use of such language""",data base of Hollywood films,NA
JSlx,16(5),2012,Raymond,Reallocation of pronouns through contact: In-the-moment identity construction amongst Southern California Salvadorans,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12001,2nd-person singular pronouns tú vs. vos,Spanish spoken by individuals of Salvadoran origin living in Southern California,Spanish,form,x,x,"place of birth, interlocutor place of birth - variation interpreted as indexing regional solidarity/identity",not analyzed,NA,x,self-correction observed,x,"vos ""consciously and overtly stigmatized"", users ""teas[ed]"" in some regions though in others this has receded","spontaneous, everyday talk-in-interaction amongst family members",NA
JSlx,17(1),2013,"Maegaard, Jensen, Kristiansen, & Jnullrgensen",Diffusion of language change: Accommodation to a moving target,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12002,generic reference pronouns (man vs. du vs. en),"Danish (Copenhagen, Naestved, Odder, Vinderup)",Danish,form,x,x,"locality, sex (in interaction with real time), class (in interaction with real time), age (change in progress) - association w/capital probably drives diffusion of variants from Copenhagen to smaller towns since the Capital dialect is viewed positively",not analyzed,NA,not analyzed,NA,x,"""generic use of du has been the object of public debate [...] been accused [...] as being 'illogical' [...] and for causing misunderstandings, [... but] was never socially stigmatized in the same way as [phon variable]""",conversations,"Even though the authors say this variable isn't socially stigmatized ""in the same way"" as the phon variable, we still figured it merited an 'x' in the stigma column"
JSlx,17(1),2013,Carter,"Shared spaces, shared structures: Latino social formation and African American English in the U.S. south",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12015,third-person singular –s absence,Central North Carolina Latino Englishes and AAE,English,omission,x,x,"ethnicity (Latino vs. AA), gang membership (in interaction with subject type)",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,17(1),2013,Carter,"Shared spaces, shared structures: Latino social formation and African American English in the U.S. south",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12015,copula absence,Central North Carolina Latino Englishes and AAE,English,omission,x,x,ethnicity and sex (interaction),not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,17(1),2013,Carter,"Shared spaces, shared structures: Latino social formation and African American English in the U.S. south",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12015,past tense copula leveling (preterit was-leveling),Central North Carolina Latino Englishes and AAE,English,form,x,x,ethnicity (Latino vs. AA),not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
JSlx,17(1),2013,Carter,"Shared spaces, shared structures: Latino social formation and African American English in the U.S. south",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12015,invariant BE,Central North Carolina Latino Englishes and AAE,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,doesn't attempt quantitative analysis comparing groups; focuses instead on one speaker's usage
JSlx,17(2),2013,Squires,It don’t go both ways: Limited bidirectionality in sociolinguistic perception,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12025,"subject-verb agreement, NP+don’t",American English,English,form,x,not analyzed,NA,x,non-agreement associated with low-status speaker,not analyzed,NA,x,"""socially stigmatized""",sociolinguistic priming experiment,NA
JSlx,17(2),2013,Squires,It don’t go both ways: Limited bidirectionality in sociolinguistic perception,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12025,"subject-verb agreement, there’s+NP",American English,English,form,x,not analyzed,NA,x,non-agreement associated with low-status speaker (weakly),not analyzed,NA,x,"""often inveighed against in usage guides"" but ""has broad social acceptance""",sociolinguistic priming experiment,"It's clearly less stigmatized than NP+don't, but we still figured it merited an 'x' in the stigma column"
JSlx,17(2),2013,Rickford & Price,"Girlz II women: Age-grading, language change and stylistic variation",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12017,invariant habitual be,East Palo Alto African American Vernacular English,English,form,x,x,"age (age-grading), addressee race/familiarity, style/persona",not analyzed,NA,not analyzed,NA,x,"""stigmatized grammatical forms""",interviews,NA
JSlx,17(2),2013,Rickford & Price,"Girlz II women: Age-grading, language change and stylistic variation",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12017,3rd sg. –s absence,East Palo Alto African American Vernacular English,English,omission,x,x,"age (age-grading), addressee race/familiarity, style/persona",not analyzed,NA,not analyzed,NA,x,"""stigmatized grammatical forms""",interviews,NA
JSlx,17(2),2013,Rickford & Price,"Girlz II women: Age-grading, language change and stylistic variation",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12017,is+are absence,East Palo Alto African American Vernacular English,English,omission,x,x,"age (age-grading), addressee race/familiarity, style/persona, topic",not analyzed,NA,not analyzed,NA,x,"""stigmatized grammatical forms""",interviews,NA
JSlx,17(5),2013,Cheshire,Grammaticalisation in social context: The emergence of a new English pronoun,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12053,ﬁrst person singular pronoun man,Multicultural London English ,English,form,x,x,"""construct[s] mutual solidarity between the interlocutors""",not analyzed,NA,x,"""seems to index a social meaning associated with the persona of a ‘cool’ streetwise male Londoner"" based on its use in films",not mentioned,NA,"sociolinguistic interviews, documentary and comedy films",NA
JSlx,18(1),2014,Acton & Potts,That straight talk: Sarah Palin andthe sociolinguistics of demonstratives,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12062,affective demonstratives (e.g. that warning bell),American English,English,form,x,x,"used more by Sarah Palin than by other Fox News guests, indexing shared experience/perspective, solidarity",not analyzed,NA,x,used to parody Palin; authors take this as evidence of feature's salience and attribute lack of explicit metalinguistic commentary to non-linguists' lack of terminology to describe it,not mentioned,NA,corpus of television interviews from US political talk shows; spoken and written parodies of Palin's speech,NA
JSlx,18(5),2014,Childs & Van Herk,"Work that –s!: Drag queens, gender, identity, and traditional Newfoundland English",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12094,verbal -s marking on present tense non-third-singular verbs,Newfoundland English,English,omission,x,x,"sex, age; also used more by core than peripheral members of a community of drag performers",x,perceived as female (with stative verbs),x,"They argue that non-standard -s was used ironically by young urbane women and is now taking on positive connotations of femininity, urbanity, and playfulness (hence its use by drag queens).",x,"""many features of Newfoundland English [including the one studied in this paper] are salient both locally and outside the community [...] often stigmatized, negatively evaluated throughout Canada because of their association with rurality and low education, and highly enregistered"" though stigma is reversing: ""younger speakers seem to be overcoming the stigma inculcated in those respondents born in the 1950s and 1960s (Clarke 2010), who would have been the ﬁrst generations subjected to more years of (highly prescriptive) education aimed at reducing the use oflocal features (somewhat reversed since the revival of positive attitudes toward local and traditional Newfoundland identity)""","sociolinguistic interviews, surveys of reported language use and awareness, sample of conversational speech",NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,multiple negation,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,3rd person singular –s absence,appropriated African American English,English,omission,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,copular ain’t,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,remote past BEEN,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,preterite ain’t,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,completive done,appropriated African American English,English,omission,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,existential it,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,habitual be,appropriated African American English,English,form,x,not analyzed,NA,not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(3),2015,Eberhardt & Freeman,"‘First things first, I'm the realest’: Linguistic appropriation, white privilege, and the hip‐hop persona of Iggy Azalea",https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12128,copula absence,appropriated African American English,English,omission,x,x,style (music vs. speech; IA never uses it outside of music),not analyzed,NA,x,stylized use of AAE to construct a hip-hop persona,not mentioned,NA,discography,NA
JSlx,19(5),2015,Mougeon & Rehner,Stylistic and discursive functions of French negative particle ne in an educational context,https://onlinelibrary.wiley.com/doi/epdf/10.1111/josl.12164,negative particle ne use/non-use,Ontario French,French,omission,x,x,"among teachers: specialization (French vs. other), speaker age (older use more ne), addressee/discourse function (teaching > organizing > addressing specific students); among students: effect of setting (interview vs. classroom) in 1/4 communities; no effects of class, sex, or topic",not analyzed,NA,not analyzed,NA,x,"""reference works continue to prescribe the use of ne in written French and such prescription is, by and large, adhered to by educated speakers"" (though not a style marker among students based on this study)","semi-directed interviews, classroom speech",NA
